Site ID,Lat,Long,Elevation,Elevation_ds,Vegetation,Climate,Climate_ds,MAT,MAT_ds,MAP,MAP_ds,SRAD_ds,clay,silt,sand,bdod,cec,N,pH,soc
JP-Sak,34.573402,135.483013,17,12,URB,Cfa,Cfa,15.6,16.38,1206.9,1372,158389,NA,NA,NA,NA,NA,NA,NA,NA
JP-Sim,36.211361,139.947389,21,28,CRO,Cfa,Cfa,13.7,13.99,1216.8,1309,154983,16.5,38.2,45.4,0.0113,24.1,0.0578,5.9,5.61
JP-SMF,35.261663,137.0786,205,127,MF,Cfa,Cfa,15.1,14.77,1615,2065,164450,30.8,31.5,37.6,0.0103,19.9,0.0424,5,7.74
JP-Srk,40.565556,140.127778,340,481,DBF,Cfa,Cfa,8.6,7.84,3000,1534,140468,26.4,35.1,38.4,0.009,45,0.0947,4.7,8.66
JP-SWL,36.046406,138.108338,759,862,WAT,Dfc ,Dfb,NA,9.89,NA,1186,164300,NA,NA,NA,NA,NA,NA,NA,NA
JP-Szn,42.407267,142.475696,130,42,CRO,Dfb,Dfb,7.9,7.23,1365,1082,146830,23.6,32.4,44.1,0.0104,30.6,0.069,5.9,6.27
JP-Ta2,36.139722,137.370833,800,1026,DNF,Dfb,Dfb,10.7,9.5,1722,1765,157408,31.5,31.8,36.7,0.0089,26.9,0.0616,5.1,10.78
JP-Tak,36.146167,137.423111,1420,1229,DBF,Dfb,Dfb,6.5,7.13,2275,1804,155219,32.5,31,36.5,0.0084,27.4,0.0761,4.9,12.66
JP-Tef,45.0558,142.1073,70,86,DNF,Dfb,Dfb,5.7,5.17,1000,1113,137470,25.6,33.5,40.9,0.0096,30.7,0.103,5.5,8.17
JP-TGF,36.112362,140.095811,20,29,GRA,Cfa,Cfa,14.1,14.07,1157,1333,155629,16.3,32.9,50.8,0.0111,22.4,0.0559,5.5,7.12
JP-Tom,42.7395,141.5149,140,124,DNF,Dfb,Dfb,6.2,6.39,1043,1206,143235,16.3,38.7,44.9,0.0102,30.5,0.0685,5.4,7.5
JP-YMS,34.794778,135.846167,225,297,DBF,Cfa,Cfa,15.5,13.54,1449,1579,160806,28,33.2,38.8,0.0103,22.6,0.046,5.4,5.2
JP-YNF,26.750972,128.212639,210,207,EBF,Cfa,Cfa,20.7,21.61,2501.5,2150,179627,34.7,39.1,26.3,0.0114,26.5,0.0499,5,6
KR-CRK,38.201389,127.250556,181,177,CRO,Dwa ,Dwa,10.2,10.03,1394,1231,156873,24.6,41,34.3,0.0129,20.7,0.0555,6.5,5.28
KR-Har,37.546211,126.326981,NA,10,CRO,Dwa,Dwa,10.8,11.65,1139,1221,170551,26.4,36.8,36.8,0.0129,15.9,0.0234,6.3,3.19
KR-Hnm,34.553888,127.57,12,-9,CRO,Cfa,Cwa,13.3,NA,1306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KR-HPK,34.477223,126.481112,3,25,CRO,Cfa,Cfa,NA,13.85,NA,1301,172799,32,43,25,0.0128,18.4,0.0314,5.9,2.64
KR-Kw1,37.748335,127.162223,132,201,DNF,Dwa,Dwa,11.5,10.41,1332,1301,158458,23.8,38.7,37.5,0.0124,19.4,0.0555,5.6,7.91
KR-Kw2,37.748889,127.149167,252,256,DBF,Dwa,Dwa,11.5,10.41,1332,1301,158690,27.4,36.9,35.7,0.0126,19.9,0.0495,5.7,7.11
KR-Seo,37.93885,126.9547,293,229,MF,Dwa,Dwa,NA,10.12,NA,1262,159035,25.7,38.8,35.6,0.0124,17.3,0.0525,5.7,5.9
KR-TBK,37.304167,127.313889,358,279,DBF,Dwa,Dwa,11.67,10.45,939.4,1318,161101,30.3,38.4,31.3,0.0121,16.1,0.0465,5.8,6.51
KR-TCK,37.3047222,127.317222,179,211,ENF,Dwa,Dwa,11.5,10.45,1298.7,1318,161297,29.4,37.2,33.4,0.0121,16.2,0.0472,5.8,6.49
ML-AgG,15.34322,-1.48067,NA,300,GRA,NA,BWh,29.7,29.8,350,294,256829,36.8,19.7,43.5,0.0157,12.3,0.0057,6.9,0.56
ML-AgS,15.4996167,1.39008333,NA,287,NA,NA,BWh,NA,29.61,NA,213,259345,19.3,17.1,63.6,0.0153,7.7,0.0044,6.9,0.49
ML-Bam,17.09838,1.4011655,NA,361,NA,NA,BWh,NA,29.42,NA,151,260989,28.5,19.6,51.9,0.015,11.4,0.0045,8.1,0.62
ML-Kem,15.2237,-1.5662,NA,282,DBF,NA,BWh,29.6,29.93,350,309,257215,35.8,24.1,40.1,0.0148,15,0.0076,7.2,0.82
MN-Khr,47.213972,108.737333,1235,1261,GRA,BSk,BSk,1.2,0.09,196,250,169835,22.5,36.3,41.2,0.0129,21.9,0.0373,7.4,2.48
MN-Knt,48.351861,108.654333,1630,1516,DNF,Dwb,Dwc,-2.9,-2.64,282,345,163067,20.4,42.2,37.5,0.0109,33.2,0.1029,6.6,9.16
MX-Aog,26.9968,-108.7892,367.284,425,DBF,Bsh,BSh,24.2,23.73,732,689,219754,20.8,27.4,51.8,0.0132,21.9,0.0307,7,2.51
MX-Asf,27.0046,-108.7795,384,426,DBF,Bsh,Csa,24.2,23.89,732,686,220058,21.1,26.5,52.4,0.0133,20.4,0.0182,7.1,1.69
MX-BRN,20.7168,-99.9413,2050,2026,OSH,Bsk,BSk,17.1,17.2,476,462,225220,28.2,26.2,45.6,0.0134,27,0.0178,6.9,1.86
MX-CLS,27.9541,-110.9726,NA,34,WAT,Bwh,BWh,23,25.21,260,237,223647,13.4,25.1,61.4,0.0107,19.4,0.0131,7.2,5.94
MX-EMg,32.0298,-116.6045,409,443,CSH,Bsh,BSk,17,17.05,281,309,223667,17.3,21.9,60.8,0.0134,21.1,0.0344,6.8,2.11
MX-Iit,31.7434,-106.4316,1123,1122,URB,Bwk,BWk,27,17.95,457.2,216,237821,NA,NA,NA,NA,NA,NA,NA,NA
MX-ISD,25.3004,-101.3924,1702,1708,OSH,Bsh,BSh,17.5,18.12,493,391,200083,23.7,36.8,39.5,0.0135,16.6,0.0159,8.1,2.26
MX-Lpa,24.1292,-110.438,21,17,OSH,Bwh,BWh,23.6,23.51,182,215,226682,12.8,27,60.2,0.0137,14.8,0.0154,7.7,0.92
MX-Oak,29.9591,-110.4615,1314,1264,WSA,Bsh,BSh,18.9,18.13,496,622,226877,17.5,21.5,61,0.0126,18.5,0.0247,6.3,2.71
MX-PMm,20.8462,-86.8992,10,4,WET,Aw,Aw,26.2,26.17,1222,1269,222588,27.3,23.8,49,0.006,27.7,0.0652,7.3,11.29
MX-Ray,29.7446,-110.5306,632,625,WSA,Bsh,BWh,21.4,21.23,487,492,224959,16.1,16.5,67.4,0.014,20.5,0.0118,7.3,1.07
MX-Sgt,29.3408,-112.2796,NA,5,WET,Bwh,BWh,20,21.29,126,123,226510,NA,NA,NA,NA,NA,NA,NA,NA
MX-Tes,27.8446,-109.2977,460,444,DBF,Bsh,BSh,24.3,22.75,647,676,221546,19.9,28.6,51.5,0.014,22.5,0.0139,7.3,1.48
MY-Cer,1.400444,111.398333,20.11,25,EBF,Af,Af,26,26.57,3158,3340,188568,47.9,35.2,16.9,0.0102,23.6,0.0448,4.7,16.7
MY-Lam,4.2,114.033333,200,127,MF,Af,Af,27,26.57,2740,3088,201772,35.9,32.9,31.2,0.011,22.3,0.0456,4.8,8.31
MY-Mud,1.482989,111.153374,24.69,21,ENF,Af,Af,27,26.51,4204,3413,188076,38.7,33.6,27.7,0.0104,22.6,0.0435,4.7,16.82
MY-PSO,2.973,102.3062,150,150,EBF,Af,Af,25.3,26.34,1804,1953,193009,35.8,27.5,36.7,0.0117,16.1,0.0393,4.9,5.57
MY-Sbu,2.186667,111.84325,25.3,27,CRO,Af,Af,34.47,26.46,1912.8,3268,186472,35.3,35.5,29.1,0.0105,23.8,0.0474,5.1,11.79
NE-WaD,13.6463167,2.64301667,NA,224,CRO,NA,BSh,NA,29.27,NA,427,249841,13.8,17.8,68.4,0.014,3.2,0.0038,5.6,0.42
NE-WaF,13.6475814,2.63368891,NA,224,CRO,NA,BSh,28.45,29.27,519,427,249819,14.2,14.7,71.1,0.0142,3.2,0.005,5.5,0.59
NE-WaM,13.644017,2.62984816,NA,224,CRO,NA,BSh,28.45,29.27,519,427,249968,14.1,14.2,71.7,0.0141,3,0.0044,5.5,0.5
NL-Amd,52.3665,4.8929,NA,5,URB,NA,Cfb,10.7,9.98,850,859,115844,NA,NA,NA,NA,NA,NA,NA,NA
NL-Ca1,51.971,4.927,NA,0,GRA,NA,Cfb,10,9.57,800,797,118290,31.8,46,22.2,0.0099,33.8,0.0604,6.3,8.72
NL-Dij,51.9920611,5.64594444,NA,8,CRO,NA,Cfb,9.08,9.69,800,800,117159,23.2,31.7,45,0.0101,25.7,0.0385,5.7,7.52
NL-Haa,52.0036111,4.80555556,NA,-2,GRA,NA,Cfb,9.8,9.54,786,810,118175,36,41.2,22.8,0.0079,34.5,0.0919,5.9,10.43
NL-Hor,52.24035,5.071301,NA,-2,GRA,NA,Cfb,10,9.53,800,829,117608,35,42.2,22.9,0.0092,31.3,0.078,6.4,8.88
NL-Lan,51.9536018,4.90290022,NA,-1,CRO,NA,Cfb,9.8,9.6,786,804,118357,38.4,43.4,18.2,0.0101,34.6,0.0575,6.3,8.73
NL-Lel,52.5242382,5.55161594,NA,-5,GRA,NA,Cfb,10,9.63,780,777,117702,30,44.5,25.5,0.0102,32.4,0.051,7.2,8.05
NL-Loo,52.166581,5.743556,NA,29,ENF,NA,Cfb,9.8,9.43,786,826,116307,5.1,9.6,85.3,0.0099,22.2,0.0268,4.2,10.88
NL-Lut,53.3989222,6.35602778,NA,-1,CRO,NA,Cfb,9.8,9.01,800,798,115925,27.6,42.5,29.9,0.01,27.6,0.0537,7.2,8.2
NL-Mol,51.65,4.63908333,NA,0,CRO,NA,Cfb,9.8,9.99,800,805,118493,27.2,41.6,31.2,0.0108,29.2,0.0576,7,7.54
NL-Re1,51.9,4.5,NA,1,GRA,NA,Cfb,NA,10.1,NA,887,117134,NA,NA,NA,NA,NA,NA,NA,NA
NL-Re2,51.9,4.5,NA,1,GRA,NA,Cfb,NA,10.1,NA,887,117134,NA,NA,NA,NA,NA,NA,NA,NA
NL-Vre,51.5316667,5.84411111,NA,29,CRO,NA,Cfb,9.8,9.79,800,748,118010,9.2,11.2,79.6,0.0109,25.9,0.0404,5.5,6.12
NL-Waa,52.8315944,4.90912222,NA,-3,CRO,NA,Cfb,9.8,9.45,800,802,116700,32.9,44.5,22.7,0.0097,34.3,0.0546,6.8,8.29
NL-Wgn,51.981,5.619,NA,7,GRA,NA,Cfb,10.1,9.64,860,798,117242,37.5,40.2,22.3,0.0099,29.8,0.0547,5.8,9.1
NL-Zee,52.3348028,5.37258889,NA,-5,CRO,NA,Cfb,9.8,9.55,800,783,117137,33.5,50,16.5,0.0104,34.1,0.0566,7.3,8.79
NO-And,69.14278,16.02222,NA,19,WET,NA,Dfc,3.6,3.74,1060,1202,93896,6.8,25.8,67.4,0.0074,34.5,0.0842,5.7,19.56
NO-Fns,60.594,7.527,NA,1301,OSH,NA,Dsc,NA,-2.13,NA,1264,103576,5.8,36.1,58.1,0.0093,28.8,0.0925,5.6,20.56
NO-Hur,60.372386,11.078142,NA,292,NA,NA,Dfb,NA,4.29,NA,765,110671,9.5,36.4,54.1,0.0064,33.8,0.0672,4.7,17.94
NZ-Kop,-37.388,175.554,5,8,WET,NA,Cfb,NA,14.03,NA,1337,179026,23.9,33.3,42.8,0.0096,28.6,0.0603,5.3,11.6
NZ-Trl,-37.77,175.5,54,180,GRA,NA,Cfb,NA,13.37,NA,1335,177890,22.4,34.4,43.2,0.0099,32,0.0419,5.6,11.92
PA-Bar,9.154,-79.848,150,63,EBF,Af,Am,26,26.43,2800,2394,231326,37.6,30.5,31.9,0.0105,24.8,0.0457,5.2,5.51
PA-SPn,9.31813983,-79.6346,NA,203,DBF,NA,Am,26.5,26.11,2350,2671,231312,36.2,35.4,28.4,0.0112,17.8,0.0433,5.5,3.99
PA-SPs,9.31377983,-79.63143,NA,126,GRA,NA,Am,26.5,26.11,2350,2671,230788,34.9,35.4,29.7,0.0109,17.7,0.0457,5.5,3.85
PE-QFR,-3.8344,-73.319,104,103,WET,Af,Af,NA,26.17,NA,2705,157268,20.8,21.2,58,0.0106,15.9,0.0275,4.5,26.07
PE-TNR,-12.8314,-69.2836,214,210,MF,Af,Af,25.5,25.25,2335,2433,174789,25.2,38.5,36.3,0.012,15.6,0.0259,4.9,3.99
PH-IRI,14.14119,14.14119,21,291,CRO,Am,BWh,27.5,28.49,2075,198,260563,30,27.1,42.8,0.0146,12.7,0.0084,7.6,0.58
PH-RIf,14.14119,121.26526,NA,34,CRO,NA,Am,27.5,27.11,2112,2009,189575,44,37,19,0.0122,25.2,0.0388,6.3,3.34
PH-RIn,14.14503,121.26094,NA,34,CRO,NA,Am,27.5,27.11,2075,2009,189346,43,37.5,19.5,0.0123,25.5,0.0385,6.3,3.17
PL-Ans,51.750319,20.41762,NA,168,CRO,NA,Cfb,NA,8.02,NA,541,125551,8.7,28.1,63.3,0.0125,26.8,0.0644,5.5,4.82
PL-Bdg,53,17.96,NA,69,GRA,NA,Cfb,8.4,8.28,512,530,122510,6.1,16.6,77.3,0.0125,32.2,0.0742,6.1,7.72
PL-Brd,52.434181,16.299523,NA,93,CRO,NA,Cfb,8.3,8.36,536,534,123801,10.4,20.4,69.2,0.013,29.2,0.0598,6.5,4.61
PL-Kpt,53.591854,22.892385,NA,108,WET,NA,Dfb,7,6.77,595,560,125149,10.4,20.9,68.8,0.0103,32.2,0.1064,6.1,9.44
PL-Krk,50.067021,19.912977,NA,211,URB,NA,Cfb,NA,9,NA,665,126511,NA,NA,NA,NA,NA,NA,NA,NA
PL-Lz1,51.762514,19.445326,NA,201,URB,NA,Cfb,NA,8.3,NA,558,123354,NA,NA,NA,NA,NA,NA,NA,NA
PL-Lz2,51.773307,19.480993,NA,214,URB,NA,Cfb,NA,8.2,NA,564,123482,NA,NA,NA,NA,NA,NA,NA,NA
PL-Lz3,51.800143,19.411944,NA,200,URB,NA,Cfb,NA,8.14,NA,551,124157,NA,NA,NA,NA,NA,NA,NA,NA
PL-Pol,48.6333333,19.5333333,NA,833,NA,NA,Dfb,5.5,4.98,860,908,132804,18.1,42.7,39.2,0.0089,28.4,0.0754,5.2,7.53
PL-Tcz,53.19295,16.0974833,NA,103,ENF,NA,Cfb,9,8.37,573,601,122127,7.3,16.3,76.5,0.0102,28.7,0.0759,4.6,5.88
PL-wet,52.7623,16.3095,NA,72,WET,NA,Cfb,8.5,8.43,526,543,122894,12,15.3,72.7,0.0112,28.7,0.0824,5.4,7.22
PL-Wlw,52.84,18.31,NA,82,CRO,NA,Cfb,8.5,8.31,500,525,122916,10.7,21.1,68.1,0.0124,27.6,0.0646,6.7,6.84
PR-xGU,17.9696,-66.8687,143,109,EBF,Am,Aw,25,25.46,1168,1027,230045,44.6,33.4,22,0.0124,36.1,0.0563,7.8,6.66
PR-xLA,18.0212,-67.0769,24,42,GRA,Am,Am,25,26.05,1168,1047,225043,50.7,31.1,18.2,0.0154,40.8,0.0452,6.8,3.88
PT-Cor,39.1384139,-8.3326889,NA,147,EBF,NA,Csa,15.9,16.28,680,709,198600,11.4,23.7,64.9,0.0139,19,0.0237,5.7,4.45
PT-Esp,38.6394005,-8.6018,NA,81,EBF,NA,Csa,16,16.47,709,684,200140,11.5,21.9,66.6,0.0141,18.6,0.0231,5.7,5.64
PT-Mi1,38.5406389,-8.0000556,NA,230,EBF,NA,Csa,15.4,16.05,665,628,203683,15.1,28.9,56,0.0141,17.7,0.0241,5.9,4.62
PT-Mi2,38.4765015,-8.0245504,NA,189,GRA,NA,Csa,15.4,16.21,665,614,203212,13.1,23.8,63.1,0.0141,18.5,0.02,5.8,3.44
RU-Ch2,68.61689,161.35089,NA,3,WET,NA,Dfc,-12.5,-11.51,200,171,109120,19.1,47.1,33.8,0.009,54.9,0.0792,6,12.45
RU-Che,68.61304,161.34143,NA,3,WET,NA,Dfc,-11,-11.51,197,171,109128,19.6,46.7,33.7,0.0089,55.4,0.0799,6,12.09
RU-Cok,70.8291389,147.494278,NA,5,OSH,NA,Dfc,-14.3,-13.87,232,211,107956,21,26.1,52.9,0.0093,40.6,0.0593,5.9,9.93
RU-Fy2,56.447603,32.901878,NA,272,ENF,NA,Dfb,NA,4.53,3.9,695,115950,18.7,34.3,47,0.006,42.1,0.1062,5.1,16.74
RU-Fy3,56.4435,33.0478,NA,272,ENF,NA,Dfb,5.3,4.53,955,687,116148,19.4,35,45.6,0.0063,39.8,0.1129,5,13.45
RU-Fy4,56.4727,33.0413,NA,258,WET,NA,Dfb,5.7,4.51,778,690,115876,18.5,38.8,42.7,0.0063,39.5,0.1113,5.4,13.42
RU-Fyo,56.4615278,32.9220833,NA,267,ENF,NA,Dfb,3.9,4.56,NA,689,115869,18.2,34.9,46.9,0.0062,40.9,0.1142,5.2,16.43
RU-Ha1,54.72517,90.00215,NA,462,GRA,NA,Dfc,NA,0.35,NA,459,140846,22.4,35.4,42.3,0.0104,39.4,0.0374,6.8,5.03
RU-Ha2,54.77301,89.95664,NA,409,GRA,NA,Dfc,NA,0.36,NA,464,140567,22.7,35.3,42,0.0102,38.2,0.0501,6.8,6
RU-Ha3,54.70455,90.07785,NA,447,GRA,NA,Dfc,NA,0.43,NA,458,140938,25.2,32.2,42.6,0.01,40.5,0.0491,6.8,5.95
RU-Krg,72.298333,126.173333,NA,26,WAT,NA,Dfd,-12.5,-13.23,NA,293,101267,NA,NA,NA,NA,NA,NA,NA,NA
RU-KsC,57.25146,65.96931,NA,53,CRO,NA,Dfb,2.5,1.26,480,463,125411,21.1,39.6,39.3,0.0082,41.2,0.0739,5.9,9.84
RU-KsG,57.2528,65.99321,NA,53,GRA,NA,Dfb,2.5,1.26,480,463,125410,23.4,34.1,42.5,0.0089,40.9,0.0772,6.1,9.75
RU-Ndm,65.185,72.525,NA,8,GRA,NA,Dfc,NA,-5.68,NA,484,104769,16.5,21.6,61.9,0.0053,51.1,0.1279,5.1,18.89
RU-Sam,72.3738,126.4958,NA,10,GRA,NA,Dfd,NA,-12.89,NA,300,100900,23.4,29.8,46.8,0.0068,35.6,0.0736,5.8,8.25
RU-SkP,62.255,129.168,NA,203,DNF,NA,Dfd,NA,-10.46,NA,261,126538,26.9,29.1,44,0.0095,47.2,0.0919,6.7,12.41
RU-Tks,71.594267,128.887817,NA,47,GRA,NA,Dfd,-12.7,-13.38,323,317,101196,24.8,24.6,50.6,0.0065,59.6,0.0867,5.8,11.2
RU-Tur,64.208888,100.463555,250,234,DNF,Af,Dfc,-9.2,-9.2,317,380,110009,21.2,35.8,43,0.0072,46.6,0.0765,5.6,23.11
RU-UPo,61.9341278,50.2269028,NA,92,ENF,NA,Dfc,1.2,0.76,587.1,559,108185,17.1,34.1,48.8,0.0061,66.8,0.1083,5.2,21.82
RU-Uts,57.154907,65.343002,NA,109,GRA,NA,Dfb,2.5,1.65,480,465,126291,22.4,35.3,42.3,0.0082,42.9,0.0656,6,5.03
RU-Vrk,67.0546799,62.9404678,NA,95,CSH,NA,Dfc,-5.6,-5.38,501,550,102469,14.8,25.8,59.4,0.0049,42.7,0.1453,5,33.61
RU-YLF,62.255,129.168,220,203,DNF,Dfc ,Dfd,NA,-10.46,NA,261,126538,26.9,29.1,44,0.0095,47.2,0.0919,6.7,12.41
RU-YPF,62.2414,129.6506,220,162,ENF,Dfc ,Dfd,NA,-10.14,NA,246,127122,20.6,33.1,46.3,0.0092,47.3,0.1027,6,13.33
RU-Ypn,62.2414,129.6506,NA,162,DNF,NA,Dfd,NA,-10.14,NA,246,127122,20.6,33.1,46.3,0.0092,47.3,0.1027,6,13.33
RU-Zbo,60.75,89.3833,NA,80,ENF,NA,Dfc,NA,-2.74,NA,577,120967,25,39.4,35.7,0.0068,44.5,0.1036,5.2,13.31
RU-Zfw,60.75,89.3833,NA,80,ENF,NA,Dfc,NA,-2.74,NA,577,120967,25,39.4,35.7,0.0068,44.5,0.1036,5.2,13.31
RU-Zot,60.8008003,89.3507996,NA,108,WSA,NA,Dfc,NA,-2.85,NA,577,120727,21.5,41.9,36.6,0.0067,44.3,0.0966,5.3,11.51
SD-Dem,13.2829,30.4783,NA,530,SAV,NA,BWh,26,27.5,320,291,244355,27.6,28,44.5,0.0153,22.1,0.0115,7.5,0.61
SE-Asa,57.1722611,14.8001,NA,195,ENF,NA,Dfb,5.5,5.86,688,686,116680,10.5,31,58.5,0.008,28.7,0.0758,4.4,10.28
SE-Deg,64.182029,19.556539,NA,260,WET,NA,Dfc,1.2,1.83,523,608,102820,8,34.9,57.1,0.0063,37.8,0.092,4.7,20.04
SE-Ers,58.37112,12.16125,NA,82,WAT,NA,Cfb,6.9,6.39,980,835,114198,15.3,31.2,53.5,0.0079,24.1,0.0576,4.4,12.5
SE-Faj,56.2654694,13.5535139,NA,145,WET,NA,Cfb,6.2,6.59,700,914,116828,9.2,29.9,60.8,0.0107,24.7,0.0745,4.8,10.65
SE-Fla,64.1127778,19.4569444,NA,272,ENF,NA,Dfc,1.9,1.98,587,622,102810,7.5,32.4,60,0.0064,35.2,0.0855,4.5,20.74
SE-Fos,58.37577,12.15399,NA,84,WET,NA,Cfb,6.9,6.37,980,834,114232,16.8,33.1,50,0.0074,25,0.06,4.4,12.31
SE-Htm,56.09763,13.41897,NA,101,ENF,NA,Cfb,7.4,7.06,707,864,117244,12.6,30.1,57.3,0.0084,27,0.0674,4.5,15.99
SE-Kno,60.99825,16.2172778,NA,303,ENF,NA,Dfc,3.4,3.7,613,680,110638,5.9,30.7,63.4,0.0064,38.4,0.0748,4.5,20.34
SE-Lnn,58.3406296,13.1017675,NA,72,CRO,NA,Dfb,6,6.57,558,595,114959,27.5,36.7,35.8,0.0089,33.2,0.0957,5.8,11.19
SE-Myc,58.365,12.16937,NA,80,WET,NA,Cfb,6.9,6.41,980,812,114435,15.6,31.4,53,0.0099,26.8,0.0614,5.1,11.48
SE-Nor,60.0864972,17.4795028,NA,36,ENF,NA,Dfb,5.5,5.48,527,599,115079,18.7,36.6,44.8,0.0068,34.3,0.0943,4.7,20.46
SE-Oes,57.4301,18.98415,NA,-8,WAT,NA,Cfb,7,7.1,383,490,NA,NA,NA,NA,NA,NA,NA,NA,NA
SE-Ros,64.1725,19.738,NA,215,ENF,NA,Dfc,1.8,1.86,614,615,102525,9.9,40.9,49.2,0.0067,40.2,0.0886,4.5,19.14
SE-Sgr,58.363853,12.14973,NA,81,ENF,NA,Cfb,6.9,6.39,980,835,114015,16,31,53,0.0072,23.6,0.06,4.3,13.04
SE-Sk1,60.125,17.9180556,NA,38,ENF,NA,Dfb,5.5,5.47,527,615,116121,17.2,30.7,52.1,0.0082,32.9,0.0883,5.5,13.48
SE-Sk2,60.1296667,17.8400556,NA,55,ENF,NA,Dfb,5.5,5.38,527,625,115532,24.6,34.1,41.4,0.007,34,0.0921,4.9,19.21
SE-St1,68.3541488,19.050333,NA,394,WET,NA,ET,-0.7,-0.83,303.3,379,94110,NA,NA,NA,NA,NA,NA,NA,NA
SE-St2,68.3542444,19.0471444,NA,394,DBF,NA,ET,-0.8,-0.83,299,379,94113,11.2,32.9,55.9,0.0067,46.6,0.0944,5.5,20.62
SE-Sto,68.3559429,19.0452089,NA,394,WET,NA,ET,-0.14,-0.83,322,379,94113,11.2,32.9,55.9,0.0067,46.6,0.0944,5.5,20.62
SE-Svb,64.25611,19.7745,NA,255,ENF,NA,Dfc,1.8,1.49,614,622,102194,8.4,32.8,58.8,0.0064,34.2,0.0781,4.6,17.29
SG-TKr,1.314294,103.911197,NA,12,URB,NA,Af,27,27.02,2340,2375,188363,NA,NA,NA,NA,NA,NA,NA,NA
SJ-Adv,78.186,15.923,NA,40,WET,NA,ET,NA,-5.6,NA,308,80637,21.4,37,41.6,0.0067,37.4,0.1148,6.2,23.56
SJ-Blv,78.9216309,11.8310852,NA,37,BSV,NA,ET,-4.5,-6.03,400,418,80110,15.4,37,47.6,0.0065,46.4,0.1008,6.1,23.24
SK-Ta1,49.1583333,20.2611111,NA,951,ENF,NA,Dfc,NA,5.35,NA,825,127396,21.1,44.5,34.4,0.0099,34.1,0.1008,5.7,7.94
SK-Ta2,49.1263889,20.1077778,NA,1364,ENF,NA,Dfc,NA,0.7,NA,1405,127047,22.7,39.7,37.6,0.0089,32.2,0.0887,5.2,9.75
SK-Tat,49.1207778,20.1635,NA,1196,ENF,NA,Dfc,NA,4.91,NA,889,127022,22.4,44.5,33.1,0.0106,38.3,0.1066,5.9,8.83
SN-Dhr,15.40278,-15.43222,NA,44,SAV,NA,BSh,29,28.16,404,387,249251,15.4,15.5,69.1,0.0149,5.4,0.0055,6.4,0.56
SN-Nkr,14.49581,-16.45357,NA,9,CRO,NA,BSh,26.95,27.45,578,529,239789,16.3,14.7,69,0.0149,8.7,0.0106,6.1,1.29
TH-Bue,18.239134,103.320122,186,177,EBF,Am,Aw,27,24.95,1816,2559,208250,32.1,29,38.9,0.0128,17.2,0.0176,5.4,2.3
TH-Cgs,13.665556,101.441389,69,14,EBF,Am,Aw,28,27.76,1276,1391,224247,25.7,37.4,36.9,0.0132,17.2,0.0179,5.7,1.83
TH-Kog,18.8,98.9,1420,919,EBF,Af,Aw,19.9,21.68,1756,1104,215175,29.2,28.7,42.1,0.0082,23,0.0339,5.7,4.5
TH-Mae,14.589564,98.84388,231,388,MF,Am,Am,25,25.46,1500,1806,223176,28.3,33.3,38.4,0.0113,20.9,0.0308,5.5,3.99
TH-Mix,16.93806,99.429889,120,117,CRO,Aw,Aw,22,27.51,1100,1122,222003,35.4,35.4,29.2,0.0132,18.1,0.0229,6,2.97
TH-Moh,18.422942,99.718037,380,429,DBF,Aw,Aw,25.6,25.06,1448,1122,219927,28.2,28.4,43.4,0.0121,16.2,0.0166,5.9,2.3
TH-Rtc,13.583333,99.5,118,127,EBF,Am,Aw,26.51,27.63,1125.75,959,219194,24.8,33,42.2,0.0141,14.3,0.0188,6.1,2.19
TH-Sak,14.492361,101.916306,543,539,EBF,Aw,Aw,24,24.57,1300,1115,226512,33.8,28.3,37.9,0.0103,14.4,0.0256,5.5,3.7
TW-Chn,24.5833,121.4,1800,1961,ENF,Af,Cfa,13,13.18,4000,2809,174462,30.8,49.7,19.5,0.0104,28.3,0.0703,4.6,20.45
TW-GDP,25.116667,121.466666,4,13,GRA,Cfa,Cfa,23,21.5,2405.1,2774,177356,29.3,49.6,21.1,0.0096,30.3,0.0294,5.2,6.29
TW-Hui,24.090974,121.029874,2076,1124,EBF,Cwa,Cfb,11,17.85,2369,2462,190208,34.5,38.6,26.9,0.0111,26.7,0.0416,5.1,8.17
TW-LHC,23.930967,120.89415,773,613,EBF,Dwb,Cwb,19.2,20.11,2404.6,2508,190362,36.2,40.9,22.9,0.0108,24.3,0.0451,5,7.21
UA-Pet,46.45614,30.33609,NA,71,CRO,NA,Cfa,10.1,9.58,464,482,155458,34.3,46.4,19.3,0.0127,30.5,0.0483,7.2,3.29
UG-Jin,0.4,33.1833333,NA,1210,WET,NA,Af,23,22.09,1500,1381,210183,32.7,24.2,43.2,0.0127,20.2,0.0276,5.5,3.69
UK-AMo,55.7925,-3.24362,NA,266,WET,NA,Cfb,7.4,7.44,900,843,103720,11.6,26.8,61.6,0.0085,31.8,0.1027,5.6,20.87
UK-Arn,58.322834,-6.600454,NA,27,WET,NA,Cfb,NA,8.15,NA,1319,99043,9.8,21.5,68.7,0.0083,35.8,0.1463,4.5,31.75
UK-Bam,56.93,-3.16,NA,605,WET,NA,Cfb,NA,5.53,NA,1141,102006,7.4,17.5,75,0.0079,32.2,0.138,4.4,26.52
